Date,Price,Open,High,Low,Volume,Change(%)
12 Jun 2023,2255.26,2247.41,2259.85,2237.87,2949893,0.09%
09 Jun 2023,2253.26,2276.01,2277.41,2249.68,2712243,-0.71%
08 Jun 2023,2269.33,2275.1,2284.95,2261.48,5570815,0.06%
07 Jun 2023,2267.97,2257.85,2269.65,2244.77,4759238,0.76%
06 Jun 2023,2250.9,2254.62,2258.48,2235.15,3458161,0.08%
05 Jun 2023,2249,2239.87,2254.9,2231.93,5034355,0.90%
02 Jun 2023,2228.98,2243.32,2254.08,2225.16,7291995,-0.33%
01 Jun 2023,2236.29,2251.63,2255.94,2231.52,6734525,-0.27%
31 May 2023,2242.32,2269.65,2278.59,2234.24,12510304,-1.99%
30 May 2023,2287.76,2288.35,2303.88,2282.68,5234564,-0.03%
29 May 2023,2288.35,2288.72,2296.89,2276.19,4619754,0.56%
26 May 2023,2275.55,2231.52,2277.82,2224.94,5827017,2.73%
25 May 2023,2215.13,2209.64,2223.35,2193.44,5301647,-0.01%
24 May 2023,2215.41,2220.53,2236.97,2209.23,3743804,-0.58%
23 May 2023,2228.39,2233.93,2240.6,2225.57,2811473,-0.02%
22 May 2023,2228.8,2210.64,2238.78,2208.23,3431208,0.53%
19 May 2023,2216.95,2209.78,2220.58,2195.98,3715280,0.32%
18 May 2023,2209.78,2223.85,2230.61,2203.51,4857531,-0.21%
17 May 2023,2214.54,2236.06,2237.87,2205.19,4060722,-0.59%
16 May 2023,2227.71,2264.2,2269.29,2224.39,4023000,-1.42%
15 May 2023,2259.89,2260.48,2273.78,2245.27,3153587,0.20%
12 May 2023,2255.44,2242.23,2258.21,2230.16,3209889,0.16%
11 May 2023,2251.77,2268.7,2278.27,2248.36,4872451,-0.65%
10 May 2023,2266.56,2260.57,2269.51,2252.58,5017544,0.69%
09 May 2023,2251.08,2246.95,2257.67,2236.29,2983468,0.31%
08 May 2023,2244.14,2224.26,2254.81,2218.95,4224469,1.23%
05 May 2023,2216.77,2216.09,2234.56,2211.55,4036548,-0.26%
04 May 2023,2222.44,2198.07,2226.84,2192.12,3985159,1.15%
03 May 2023,2197.11,2219.72,2219.72,2190.71,3259053,-0.86%
02 May 2023,2216.13,2211.73,2220.44,2204.37,5991101,0.85%
28 Apr 2023,2197.48,2162.52,2200.56,2162.3,7183342,1.83%
27 Apr 2023,2158.03,2156.17,2164.34,2146.18,4230627,0.63%
26 Apr 2023,2144.46,2159.8,2166.24,2137.15,3977129,-0.59%
25 Apr 2023,2157.12,2148,2161.25,2133.92,4262471,0.77%
24 Apr 2023,2140.73,2156.17,2161.52,2131.66,5970048,0.38%
21 Apr 2023,2132.56,2134.06,2143.46,2121.12,3529236,0.13%
20 Apr 2023,2129.88,2137.19,2141.64,2117.22,3233882,-0.25%
19 Apr 2023,2135.29,2123.53,2140.64,2117.31,5664207,0.50%
18 Apr 2023,2124.71,2157.98,2157.98,2111.68,4802172,-1.14%
17 Apr 2023,2149.31,2201.52,2201.52,2132.61,8274452,0.51%
13 Apr 2023,2138.46,2136.19,2147.82,2126.21,5712541,0.38%
12 Apr 2023,2130.43,2121.08,2149.63,2115.36,8389646,0.44%
11 Apr 2023,2121.08,2118.95,2125.3,2109.91,4865301,0.49%
10 Apr 2023,2110.64,2133.47,2133.83,2107.64,5981688,-0.71%
06 Apr 2023,2125.71,2104.56,2137.1,2104.56,8507771,0.67%
05 Apr 2023,2111.55,2131.66,2131.66,2095.84,7505339,-0.24%
03 Apr 2023,2116.63,2128.93,2132.56,2101.7,4750238,0.02%
31 Mar 2023,2116.27,2047.22,2127.52,2046.95,13001005,4.31%
29 Mar 2023,2028.79,2032.7,2037.96,2007.37,8678073,-0.59%
28 Mar 2023,2040.87,2038.15,2048.59,2030.88,5804018,0.47%
27 Mar 2023,2031.38,2013.18,2046.32,1997.47,6486068,1.55%
24 Mar 2023,2000.29,2038.37,2042.69,1995.48,5711497,-1.98%
23 Mar 2023,2040.69,2059.03,2060.75,2036.38,7499082,-1.26%
22 Mar 2023,2066.83,2074.46,2080.32,2060.84,5039622,0.30%
21 Mar 2023,2060.57,2014.5,2064.47,2012.73,9876263,3.11%
20 Mar 2023,1998.43,2010.91,2015.45,1979.13,9010595,-0.98%
17 Mar 2023,2018.26,2037.92,2044.46,2008.82,15697554,-0.13%
16 Mar 2023,2020.81,2036.33,2046.32,1999.29,8474595,-0.50%
15 Mar 2023,2030.93,2073.64,2086.53,2022.17,10027725,-1.71%
14 Mar 2023,2066.24,2069.92,2092.57,2059.98,7396699,-0.37%
13 Mar 2023,2074.01,2114.41,2128.02,2065.38,5894088,-1.64%
10 Mar 2023,2108.69,2125.75,2128.02,2101.74,6153681,-1.55%
09 Mar 2023,2141.87,2193.39,2194.21,2138.1,7492509,-2.40%
08 Mar 2023,2194.62,2186.76,2196.11,2165.25,7283694,0.36%
06 Mar 2023,2186.76,2178.86,2201.2,2178.86,4694338,0.98%
03 Mar 2023,2165.61,2132.7,2172.92,2125.8,6758115,2.55%
02 Mar 2023,2111.73,2121.67,2134.97,2107.69,4307425,-0.76%
01 Mar 2023,2127.93,2128.02,2129.39,2109.19,5330852,0.92%
28 Feb 2023,2108.55,2139.01,2148.9,2100.47,10150245,-1.91%
27 Feb 2023,2149.68,2162.52,2169.47,2135.01,5168667,-0.66%
24 Feb 2023,2164.07,2153.44,2175.37,2149.81,4353814,0.68%
23 Feb 2023,2149.36,2158.89,2174.1,2143.78,4546655,-0.48%
22 Feb 2023,2159.71,2202.42,2206.1,2156.21,5087729,-2.27%
21 Feb 2023,2209.82,2200.65,2221.35,2190.08,6143298,0.82%
20 Feb 2023,2191.94,2219.72,2224.03,2188.03,4078245,-1.06%
17 Feb 2023,2215.36,2197.02,2221.99,2188.49,5450092,0.42%
16 Feb 2023,2206.15,2223.76,2236.79,2201.61,7967558,-0.08%
15 Feb 2023,2207.87,2157.08,2212.64,2154.35,15461902,2.26%
14 Feb 2023,2158.98,2115.27,2162.43,2109.55,6609564,2.36%
13 Feb 2023,2109.28,2124.57,2133.47,2100.38,4777674,-0.57%
10 Feb 2023,2121.35,2137.92,2137.92,2107.42,4979789,-0.82%
09 Feb 2023,2138.96,2136.6,2152.4,2118.95,6079228,0.17%
08 Feb 2023,2135.24,2099.88,2142.46,2094.43,9765490,2.00%
07 Feb 2023,2093.43,2098.97,2112.95,2081.72,6985001,-0.24%
06 Feb 2023,2098.47,2101.7,2107.14,2093.34,6847679,-0.75%
03 Feb 2023,2114.41,2132.56,2132.56,2081.72,11398850,0.09%
02 Feb 2023,2112.54,2104.42,2131.66,2098.06,6305317,-0.55%
01 Feb 2023,2124.3,2160.66,2160.66,2092.62,8929007,-0.59%
31 Jan 2023,2136.97,2162.52,2167.65,2125.3,10472167,-0.25%
30 Jan 2023,2142.32,2116.86,2153.35,2088.99,10047822,0.96%
27 Jan 2023,2121.99,2164.7,2167.38,2098.65,11920991,-1.90%
25 Jan 2023,2163.02,2190.17,2192.21,2160.71,5715684,-1.38%
24 Jan 2023,2193.34,2215.18,2218.49,2167.38,7609558,-0.59%
23 Jan 2023,2206.37,2223.35,2238.96,2201.56,5055324,-0.51%
20 Jan 2023,2217.58,2246.95,2246.95,2212.68,6890325,-1.19%
19 Jan 2023,2244.28,2245.05,2252.54,2230.29,5510333,-0.11%
18 Jan 2023,2246.68,2245.59,2261.57,2233.65,6206382,-0.17%
17 Jan 2023,2250.4,2231.52,2254.22,2224.8,4961585,1.42%
16 Jan 2023,2218.9,2244.87,2251.18,2203.38,6287407,-0.95%
13 Jan 2023,2240.24,2231.88,2245.05,2210.28,9515473,-0.16%
12 Jan 2023,2243.87,2292.21,2299.16,2237.87,8163366,-2.16%
11 Jan 2023,2293.39,2317.31,2322.31,2288.81,5311657,-1.26%
10 Jan 2023,2322.67,2365.88,2365.88,2311.41,3713755,-1.48%
09 Jan 2023,2357.53,2310.78,2362.25,2309.01,4948549,2.36%
06 Jan 2023,2303.15,2293.84,2313.18,2286.26,2930338,0.91%
05 Jan 2023,2282.41,2290.98,2302.7,2273.28,6293519,-0.18%
04 Jan 2023,2286.49,2321.4,2325.07,2282.36,4275746,-1.51%
03 Jan 2023,2321.44,2328.71,2335.92,2313.05,3534596,-0.73%
02 Jan 2023,2338.56,2315.04,2341.37,2313.41,2453414,1.13%
30 Dec 2022,2312.5,2310.59,2339.56,2306.96,3364092,0.15%
29 Dec 2022,2308.96,2294.16,2314.04,2292.8,3198493,-0.05%
28 Dec 2022,2310,2304.15,2314.86,2289.17,3442509,-0.01%
27 Dec 2022,2310.23,2296.89,2313.95,2283.49,2659749,0.82%
26 Dec 2022,2291.48,2283.04,2307.78,2262.75,2764496,0.87%
23 Dec 2022,2271.65,2327.12,2351.81,2262.61,4733657,-2.93%
22 Dec 2022,2340.28,2358.62,2364.66,2330.25,3438692,-0.26%
21 Dec 2022,2346.36,2379.5,2390.4,2338.74,3935463,-1.42%
20 Dec 2022,2380.23,2345.82,2384.04,2329.57,3446291,0.87%
19 Dec 2022,2359.8,2343.19,2364.07,2330.2,3567363,1.31%
16 Dec 2022,2329.21,2334.11,2377.5,2322.44,7308934,-0.49%
15 Dec 2022,2340.78,2362.71,2374.05,2334.11,4009765,-1.42%
14 Dec 2022,2374.51,2394.62,2395.8,2370.42,3354618,-0.36%
13 Dec 2022,2383.13,2372.33,2390.4,2366.52,3845839,0.46%
12 Dec 2022,2372.33,2347.27,2381.32,2346.82,4374946,0.15%
09 Dec 2022,2368.7,2402.2,2414.91,2362.12,5840633,-1.52%
08 Dec 2022,2405.15,2414.91,2419.45,2396.84,3579858,-0.05%
07 Dec 2022,2406.28,2437.6,2446.68,2398.7,3905263,-1.48%
06 Dec 2022,2442.32,2419.54,2448.5,2415.82,3966243,0.29%
05 Dec 2022,2435.29,2462.12,2466.43,2431.25,6843367,-1.46%
02 Dec 2022,2471.33,2478.46,2494.8,2451.77,5348595,-0.04%
01 Dec 2022,2472.38,2489.17,2501.15,2465.75,4377696,-0.29%
30 Nov 2022,2479.68,2462.57,2492.48,2449.59,12075137,0.71%
29 Nov 2022,2462.3,2454.81,2479.96,2445.77,5103687,0.17%
28 Nov 2022,2458.08,2368.52,2470.33,2271.47,14549929,3.44%
25 Nov 2022,2376.41,2350.45,2383.04,2344.19,3391988,1.49%
24 Nov 2022,2341.46,2329.57,2354.99,2313.41,4333225,0.86%
23 Nov 2022,2321.44,2337.74,2340.37,2317.09,2959787,-0.31%
22 Nov 2022,2328.71,2310.5,2331.84,2302.79,3051201,0.55%
21 Nov 2022,2315.86,2349.54,2349.54,2308.78,2949108,-1.80%
18 Nov 2022,2358.3,2366.56,2368.61,2334.2,2447425,-0.05%
17 Nov 2022,2359.57,2346.77,2372.24,2342.28,3074259,0.26%
16 Nov 2022,2353.49,2369.51,2374.92,2343.5,4484007,-0.57%
15 Nov 2022,2367.06,2380.68,2384.4,2351.36,3270388,-0.45%
14 Nov 2022,2377.73,2388.35,2398.57,2365.11,4173395,-0.48%
11 Nov 2022,2389.31,2360.44,2393.12,2349.54,5681124,2.31%
10 Nov 2022,2335.47,2351.36,2357.3,2326.85,2753420,-1.21%
09 Nov 2022,2364.07,2369.79,2380.36,2351.4,5193814,-0.10%
07 Nov 2022,2366.43,2352.27,2369.79,2336.83,5440967,0.53%
04 Nov 2022,2353.85,2318.58,2360.44,2316.04,5803737,1.47%
03 Nov 2022,2319.72,2296.75,2323.71,2292.39,3089026,0.37%
02 Nov 2022,2311.09,2298.97,2315.22,2283.27,4145144,0.62%
01 Nov 2022,2296.75,2360.44,2360.44,2276.91,6443999,-0.77%
31 Oct 2022,2314.68,2306.87,2324.98,2298.88,5731802,0.93%
28 Oct 2022,2293.39,2237.87,2301.43,2232.84,8126824,3.06%
27 Oct 2022,2225.3,2231.52,2241.01,2208.64,5774775,0.39%
25 Oct 2022,2216.59,2268.74,2268.74,2213.36,5645639,-1.54%
24 Oct 2022,2251.36,2233.34,2271.92,2229.07,1555270,0.33%
21 Oct 2022,2243.87,2276.64,2284.9,2239.69,3804352,-1.16%
20 Oct 2022,2270.19,2256.03,2286.9,2256.03,4022919,0.27%
19 Oct 2022,2264.11,2228.34,2294.93,2216.72,8882553,1.74%
18 Oct 2022,2225.39,2198.84,2236.06,2197.16,5729899,1.76%
17 Oct 2022,2186.81,2138.01,2191.57,2127.66,7720595,1.61%
14 Oct 2022,2152.26,2192.48,2193.71,2150.81,4202459,-0.51%
13 Oct 2022,2163.25,2152.9,2173.42,2142.64,3382098,0.32%
12 Oct 2022,2156.39,2135.29,2162.25,2127.21,3422992,0.74%
11 Oct 2022,2140.64,2191.57,2191.57,2134.47,4252803,-1.99%
10 Oct 2022,2184.13,2183.4,2194.84,2167.97,2921076,-1.09%
07 Oct 2022,2208.23,2192.16,2218.72,2192.16,3560167,0.42%
06 Oct 2022,2198.93,2205.19,2224.26,2195.34,6162021,0.37%
04 Oct 2022,2190.85,2176.87,2195.21,2169.92,4129893,1.84%
03 Oct 2022,2151.17,2171.15,2194.25,2145.27,5470030,-0.35%
30 Sep 2022,2158.66,2098.06,2180.68,2098.06,8589908,2.26%
29 Sep 2022,2111.05,2142.55,2149.36,2099.88,6771046,-0.31%
28 Sep 2022,2117.54,2142.87,2158.89,2112.68,7844140,-2.66%
27 Sep 2022,2175.46,2173.42,2202.47,2142.64,7455448,0.80%
26 Sep 2022,2158.3,2173.46,2195.02,2156.3,5759298,-2.55%
23 Sep 2022,2214.72,2256.03,2265.97,2211.64,4397194,-1.87%
22 Sep 2022,2257.03,2256.94,2272.37,2244.32,4757219,-0.94%
21 Sep 2022,2278.5,2266.7,2299.61,2265.11,4249172,0.28%
20 Sep 2022,2272.24,2290.03,2303.88,2264.84,3881882,0.02%
19 Sep 2022,2271.87,2268.92,2290.26,2252.72,3498286,0.13%
16 Sep 2022,2268.92,2309.37,2317.77,2261.48,9330469,-2.48%
15 Sep 2022,2326.57,2345,2363.66,2321.17,4783723,-0.99%
14 Sep 2022,2349.86,2337.74,2369.51,2335.7,4004997,-1.20%
13 Sep 2022,2378.37,2376.78,2387.4,2361.34,4102114,0.84%
12 Sep 2022,2358.67,2333.7,2371.33,2333.7,3431445,1.12%
09 Sep 2022,2332.56,2369.51,2369.51,2327.75,3837302,-0.62%
08 Sep 2022,2347.18,2349.77,2358.62,2334.11,3256840,0.14%
07 Sep 2022,2343.87,2337.74,2355.81,2333.2,3455942,-0.58%
06 Sep 2022,2357.58,2335.92,2365.88,2335.02,5030172,1.05%
05 Sep 2022,2333.02,2297.79,2343.64,2297.79,5227785,1.55%
02 Sep 2022,2297.34,2324.48,2338.06,2292.98,5999196,-1.17%
01 Sep 2022,2324.48,2344.68,2364.93,2315.68,9188434,-2.94%
30 Aug 2022,2394.89,2373.15,2401.52,2339.19,10678670,1.55%
29 Aug 2022,2358.3,2346.82,2410.37,2340.51,9155684,-0.78%
26 Aug 2022,2376.78,2390.4,2405.83,2366.79,4957449,-0.53%
25 Aug 2022,2389.53,2404.88,2417.54,2380.95,3632902,-0.29%
24 Aug 2022,2396.52,2396.84,2423.99,2392.53,4785579,-0.27%
23 Aug 2022,2402.92,2354.99,2408.73,2352.58,4466619,1.54%
22 Aug 2022,2366.43,2375.87,2388.85,2347.73,4371179,-0.28%
19 Aug 2022,2373.01,2405.83,2416.45,2364.93,4366123,-1.78%
18 Aug 2022,2416.09,2414.91,2423.08,2396.93,3419730,-0.14%
17 Aug 2022,2419.58,2419.45,2430.25,2410.87,3044037,0.52%
16 Aug 2022,2407.01,2402.38,2412.46,2385.22,3049304,0.69%
12 Aug 2022,2390.4,2351.63,2397.98,2344.28,5838244,1.62%
11 Aug 2022,2352.36,2363.25,2369.42,2342.46,3783480,0.33%
10 Aug 2022,2344.55,2339.46,2351.27,2321.44,4949442,0.60%
08 Aug 2022,2330.61,2297.79,2345.5,2297.79,4691228,1.31%
05 Aug 2022,2300.52,2338.65,2341.19,2294.12,6434433,-1.47%
04 Aug 2022,2334.93,2369.51,2376.55,2301.43,6676577,-1.32%
03 Aug 2022,2366.2,2360.44,2369.51,2330.89,6576824,0.84%
02 Aug 2022,2346.5,2335.47,2367.52,2325.53,6423115,0.38%
01 Aug 2022,2337.6,2287.04,2349.31,2276.55,7245568,2.61%
29 Jul 2022,2278.23,2246.68,2285.17,2236.97,6982808,2.13%
28 Jul 2022,2230.7,2211.55,2240.55,2197.93,5766936,1.57%
27 Jul 2022,2196.29,2196.98,2203.38,2180.68,3994321,-0.10%
26 Jul 2022,2198.38,2198.02,2218.72,2189.17,5216466,0.05%
25 Jul 2022,2197.38,2240.1,2240.1,2181.59,10665470,-3.30%
22 Jul 2022,2272.46,2269.65,2284.45,2265.11,5062651,0.68%
21 Jul 2022,2257.21,2264.2,2269.65,2239.96,7625468,-0.67%
20 Jul 2022,2272.37,2305.96,2308.23,2257.17,11041036,2.70%
19 Jul 2022,2212.55,2179.14,2221.53,2179.14,7587006,0.61%
18 Jul 2022,2199.06,2197.93,2201.56,2171.87,6996757,0.85%
15 Jul 2022,2180.5,2192.48,2192.48,2163.52,4431880,0.19%
14 Jul 2022,2176.28,2167.97,2209.69,2157.94,7831798,0.82%
13 Jul 2022,2158.48,2203.65,2209.73,2154.35,6564435,-1.77%
12 Jul 2022,2197.43,2182.5,2214.91,2182.5,4974502,-0.14%
11 Jul 2022,2200.56,2157.53,2205.01,2151.63,6390604,1.36%
08 Jul 2022,2171.06,2195.21,2195.21,2163.02,8773162,0.14%
07 Jul 2022,2168.06,2202.38,2209.05,2156.17,10753423,-0.98%
06 Jul 2022,2189.62,2197.11,2216.95,2167.97,11050026,-0.88%
05 Jul 2022,2209.05,2199.74,2237.78,2194.39,8144239,0.81%
04 Jul 2022,2191.3,2159.75,2216.99,2148.09,19317335,0.21%
01 Jul 2022,2186.76,2337.65,2353.17,2147.09,37841671,-7.20%
30 Jun 2022,2356.49,2342.28,2374.87,2329.57,10666627,0.60%
29 Jun 2022,2342.41,2276.19,2357.71,2270.56,8863172,2.07%
28 Jun 2022,2294.8,2253.4,2300.47,2253.4,6263867,1.41%
27 Jun 2022,2262.98,2310.46,2310.46,2252.9,7141493,-0.30%
24 Jun 2022,2269.7,2251.49,2279.64,2240.6,6571866,1.42%
23 Jun 2022,2237.83,2283.31,2292.35,2219.72,8974475,-1.62%
22 Jun 2022,2274.73,2322.4,2322.58,2270.56,4899839,-3.04%
21 Jun 2022,2346,2324.12,2354.44,2295.34,5408801,1.61%
20 Jun 2022,2308.73,2364.98,2375.96,2288.81,5568825,-1.81%
17 Jun 2022,2351.36,2324.12,2383,2320.58,11286988,1.17%
16 Jun 2022,2324.12,2381.32,2414.05,2318.67,7896943,-1.40%
15 Jun 2022,2357.08,2376.37,2394.3,2346.27,5166738,-1.21%
14 Jun 2022,2385.95,2405.87,2425.67,2372.65,6790653,-1.31%
13 Jun 2022,2417.54,2405.83,2426.53,2375.23,8131998,-1.89%
10 Jun 2022,2464.16,2516.5,2532.84,2452.58,8349943,-3.02%
09 Jun 2022,2540.87,2460.3,2544.73,2460.3,7973935,2.74%
08 Jun 2022,2473.06,2517.27,2524.76,2466.02,5759172,-1.76%
07 Jun 2022,2517.27,2514.68,2533.93,2498.48,5703333,0.19%
06 Jun 2022,2512.55,2523.85,2554.72,2498.25,5119488,-0.43%
03 Jun 2022,2523.4,2491.17,2557.76,2489.35,11048210,2.03%
02 Jun 2022,2473.28,2391.3,2480.68,2391.3,10211408,3.45%
01 Jun 2022,2390.85,2391.58,2410.55,2375.14,4512079,0.03%
31 May 2022,2390.08,2398.02,2431.98,2374.69,32591420,-1.21%
30 May 2022,2419.27,2374.05,2427.62,2355.17,6393341,3.48%
27 May 2022,2337.83,2354.13,2365.11,2306.06,7624888,-0.46%
26 May 2022,2348.72,2382.59,2392.12,2313.23,8252551,-0.95%
25 May 2022,2371.33,2392.21,2411.91,2361.8,5867760,-0.15%
24 May 2022,2374.83,2366.79,2394.93,2358.35,6243086,0.34%
23 May 2022,2366.7,2389.03,2409.05,2354.08,7039144,-0.67%
20 May 2022,2382.63,2281,2400.74,2271.47,10057508,5.83%
19 May 2022,2251.36,2255.12,2281,2238.83,6783641,-2.30%
18 May 2022,2304.47,2305.65,2333.2,2277.14,7973235,0.36%
17 May 2022,2296.11,2210.73,2305.87,2207.92,7638666,4.20%
16 May 2022,2203.56,2210.14,2252.4,2193.98,6201594,0.02%
13 May 2022,2203.01,2202.47,2249.68,2192.8,8910998,1.13%
12 May 2022,2178.32,2203.83,2210.5,2151.63,9456280,-2.04%
11 May 2022,2223.62,2244.82,2255.99,2198.79,7681157,-1.02%
10 May 2022,2246.64,2265.11,2293.8,2231.52,9004636,-1.73%
09 May 2022,2286.26,2337.69,2357.8,2276.01,8345649,-3.91%
06 May 2022,2379.18,2371.51,2414,2354.58,9068448,-0.77%
05 May 2022,2397.57,2472.56,2478.46,2389.49,7942721,-1.96%
04 May 2022,2445.46,2528.39,2532.93,2429.71,8882792,-3.12%
02 May 2022,2524.26,2507.51,2547,2503.92,4369022,-0.35%
29 Apr 2022,2533.16,2592.98,2592.98,2521.4,8406156,-1.05%
28 Apr 2022,2560.03,2551.04,2588.31,2529.39,11820892,1.49%
27 Apr 2022,2522.35,2501.93,2567.43,2501.2,8924920,0.10%
26 Apr 2022,2519.9,2460.3,2537.47,2458.21,5643066,2.99%
25 Apr 2022,2446.68,2489.72,2504.24,2418.22,7874671,-2.31%
22 Apr 2022,2504.6,2504.69,2543.82,2491.35,6947490,-0.84%
21 Apr 2022,2525.76,2497.43,2532.02,2480.27,10018531,2.34%
20 Apr 2022,2467.97,2412.27,2482.09,2405.01,11570835,2.94%
19 Apr 2022,2397.48,2322.31,2422.17,2316,12064446,3.81%
18 Apr 2022,2309.46,2299.61,2323.94,2289.44,4603103,-0.31%
13 Apr 2022,2316.54,2337.29,2353.72,2310.96,4778478,-0.37%
12 Apr 2022,2325.07,2348.63,2362.8,2319.95,6099986,-1.88%
11 Apr 2022,2369.7,2360.44,2395.43,2345,4270816,-0.21%
08 Apr 2022,2374.64,2324.12,2383.13,2324.12,6992874,1.66%
07 Apr 2022,2335.79,2355.99,2365.88,2330.48,7151632,-1.76%
06 Apr 2022,2377.73,2348.72,2391.76,2348.72,5656703,-0.27%
05 Apr 2022,2384.09,2406.83,2423.9,2379.23,6068663,-1.41%
04 Apr 2022,2418.27,2410.78,2428.53,2398.25,3659307,0.30%
01 Apr 2022,2411.14,2393.12,2419.58,2380.41,3656408,0.80%
31 Mar 2022,2391.98,2419.4,2423.71,2386.4,6102744,-1.43%
30 Mar 2022,2426.66,2396.66,2440.33,2375.96,7297028,1.92%
29 Mar 2022,2380.91,2394.93,2394.93,2367.15,4007695,0.02%
28 Mar 2022,2380.36,2369.51,2387.44,2348.18,4564891,1.01%
25 Mar 2022,2356.67,2344.55,2374.96,2339.56,6563676,0.67%
24 Mar 2022,2341.05,2278.73,2346.05,2278.73,6077153,1.55%
23 Mar 2022,2305.24,2290.53,2328.52,2290.53,7135797,0.32%
22 Mar 2022,2297.93,2233.43,2301.38,2227.53,10410082,2.58%
21 Mar 2022,2240.05,2218.81,2255.12,2214.27,5537752,-0.58%
